"Combined_Key","KeyOk","Address","Alt_Name","Beds","City","Country","County","COUNTYFIPS","Helipad","Id","Latitude","Longitude","NAICS_CODE","NAICS_DESC","Name","Objectid","Owner","Population","Source","Sourcedate","ST_FIPS","State","State Name","State_Id","Status","Telephone","Trauma","Ttl_Staff","Type","Val_Date","Val_Method","Website","Zip","Zip4"
"Lexington, South Carolina, US",,"2900 Sunset Blvd",,"98","West Columbia","USA","Lexington","45063","N","0005729169","34.0072911","-81.118174212","622210","Psychiatric And Substance Abuse Hospitals","South Carolina","3255","Proprietary","98","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38781439","OPEN","(803) 796-9911",,,"PSYCHIATRIC","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.threeriversbehavioral.org","29169",
"Richland, South Carolina, US",,"1330 Taylor St",,"391","Columbia","USA","Richland","45079","Y","0008729201","34.006786871","-81.0331680419999","622110","General Medical And Surgical Hospitals","South Carolina","3250","Non-Profit","391","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38691412","OPEN","(803) 296-5678",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.palmettohealth.org","29201",
"Richland, South Carolina, US",,"4650 Broad River Rd",,"8","Columbia","USA","Richland","45079","N","0005629210","34.0726165560001","-81.111401115","622110","General Medical And Surgical Hospitals","South Carolina","3249","Government - State","8","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38782813","OPEN","(803) 896-9107",,,"GENERAL ACUTE CARE","2013-10-04T00:00:00.000Z","IMAGERY","http://www.doc.sc.gov/institutions/brci.jsp","29210",
"Greenville, South Carolina, US",,"701 Grove Rd",,"845","Greenville","USA","Greenville","45045","Y","0000129605","34.81864389","-82.412648587","622110","General Medical And Surgical Hospitals","South Carolina","6945","Proprietary","845","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38783931","OPEN","(864) 455-7114","LEVEL I",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.ghs.org/greenvillememorial","29605",
"Greenville, South Carolina, US",,"1700 Wade Hampton Blvd",,"79","Greenville","USA","Greenville","45045","N","0003229614","34.8730143390001","-82.361846357","622110","General Medical And Surgical Hospitals","South Carolina","6248","Proprietary","79","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2012-07-03T00:00:00.000Z","45","SC","South Carolina","38783250","CLOSED","(864) 770-1352",,,"GENERAL ACUTE CARE","2013-10-02T00:00:00.000Z","IMAGERY","http://www.bju.edu/about-bju/campus-map/barge/","29614",
"Richland, South Carolina, US",,"610 Faison Dr",,"174","Columbia","USA","Richland","45079","N","0003629203","34.089299011","-80.986957172","622110","General Medical And Surgical Hospitals","South Carolina","3248","Government - State","174","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38784380","OPEN","(803) 935-7100",,,"GENERAL ACUTE CARE","2013-10-04T00:00:00.000Z","IMAGERY/OTHER","http://www.state.sc.us/dmh/dir_facilities.htm#MV","29203",
"Lancaster, South Carolina, US",,"134 E Rebound Rd",,"42","Lancaster","USA","Lancaster","15057","N","0010829720","34.862069515","-80.802395034","622210","Psychiatric And Substance Abuse Hospitals","South Carolina","3256","Proprietary","42","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina",,"OPEN","(803) 313-3700",,,"PSYCHIATRIC","2016-10-27T00:00:00.000Z","IMAGERY","http://www.reboundbehavioralhealth.com/","29720","7712"
"Beaufort, South Carolina, US",,"25 Hospital Center Blvd",,"93","Hilton Head Island","USA","Beaufort","45013","N","0008229926","32.224045317","-80.715057337","622110","General Medical And Surgical Hospitals","South Carolina","3257","Proprietary","93","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38782968","OPEN","(843) 689-8206",,,"GENERAL ACUTE CARE","2013-10-03T00:00:00.000Z","IMAGERY/OTHER","http://www.hiltonheadregional.com","29926",
"Spartanburg, South Carolina, US",,"160 Harold Fleming Ct",,"40","Spartanburg","USA","Spartanburg","45083","N","0011029303","34.9896574310001","-81.942460234","622310","Rehabilitation Hospitals (Except Alcoholism, Drug Addiction)","South Carolina","7002","Proprietary","40","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina",,"OPEN","(864) 594-9600",,,"REHABILITATION","2016-10-27T00:00:00.000Z","IMAGERY","http://sri.ernesthealth.com/","29303","4226"
"Greenville, South Carolina, US",,"1 Saint Francis Dr",,"245","Greenville","USA","Greenville","45045","N","0009229601","34.8404389680001","-82.4213904219999","622110","General Medical And Surgical Hospitals","South Carolina","6249","Non-Profit","245","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38781333","OPEN","(864) 255-1000",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.stfrancishealth.org/find-a-facility-st-francis-downtown.html","29601",
"Florence, South Carolina, US",,"1590 Freedom Blvd",,"20","Florence","USA","Florence","45041","Y","0002929505","34.1614199300001","-79.7531218139999","622310","Maternity Hospitals","South Carolina","7003","Proprietary","20","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38784564","OPEN","(843) 674-2500",,,"WOMEN","2014-03-12T00:00:00.000Z","IMAGERY/OTHER","http://www.carolinashospital.com","29505",
"Spartanburg, South Carolina, US",,"250 Westmoreland Rd","VILLAGE HOSPITAL","48","Greer","USA","Spartanburg","45083","Y","0009429651","34.862483583","-82.218591297","622110","General Medical And Surgical Hospitals","South Carolina","6250","Government - District/Authority","48","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","41102094","OPEN","(864) 530-2366",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","https://www.spartanburgregional.com/locations/pelham-medical-center/","29651",
"Oconee, South Carolina, US",,"298 Memorial Dr",,"169","Seneca","USA","Oconee","45073","N","0002129672","34.6955306900001","-82.98721979","622110","General Medical And Surgical Hospitals","South Carolina","7006","Proprietary","169","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38783172","OPEN","(864) 885-7191",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","https://www.ghs.org/locations/oconee-medical-campus/","29672",
"Marion, South Carolina, US",,"2829 E Hwy 76",,"124","Mullins","USA","Marion","45067","Y","0003029574","34.186279836","-79.325839785","622110","General Medical And Surgical Hospitals","South Carolina","6253","Proprietary","124","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38784966","OPEN","(843) 431-2000",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.carolinashospitalmarion.com/Pages/home.aspx","29574",
"Fairfield, South Carolina, US",,"102 Us Hwy 321 Byp N",,"25","Winnsboro","USA","Fairfield","45039","N","0010129180","34.372650493","-81.099114856","622110","General Medical And Surgical Hospitals","South Carolina","6247","Government - Local","25","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38783584","OPEN","(803) 635-0233",,,"CRITICAL ACCESS","2013-10-03T00:00:00.000Z","IMAGERY/OTHER","http://www.fairfieldmemorial.com","29180",
"Lexington, South Carolina, US",,"1400 Boston Ave",,"30","West Columbia","USA","Lexington","45063","N","0005329170","33.9518686600001","-81.1078839159999","622110","General Medical And Surgical Hospitals","South Carolina","3247","Government - State","30","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38785787","OPEN","(803) 896-6040",,,"GENERAL ACUTE CARE","2013-10-04T00:00:00.000Z","IMAGERY/OTHER","http://scvrd.net/individuals/evaluation_center.php","29170",
"Charleston, South Carolina, US",,"9181 Medcom St",,"46","North Charleston","USA","Charleston","45019","N","0003829406","32.975799319","-80.069978431","622310","Rehabilitation Hospitals (Except Alcoholism, Drug Addiction)","South Carolina","7001","Proprietary","46","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38784738","OPEN","(843) 820-7762",,,"REHABILITATION","2013-10-03T00:00:00.000Z","IMAGERY/OTHER","http://www.healthsouthcharleston.com","29406",
"Anderson, South Carolina, US",,"1 Spring Back Way",,"60","Anderson","USA","Anderson","45007","N","0009029621","34.5377413940001","-82.628032672","622110","General Medical And Surgical Hospitals","South Carolina","6254","Proprietary","60","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38785051","OPEN","(864) 716-2600",,,"GENERAL ACUTE CARE","2013-10-03T00:00:00.000Z","IMAGERY/OTHER","http://www.anmedrehab.com","29621",
"Beaufort, South Carolina, US",,"1 Pinckney Blvd",,,"Beaufort","USA","Beaufort","45013","N","0000000011","32.3894646950001","-80.6822799349999","622110","General Medical And Surgical Hospitals","South Carolina","1726","Government - Federal",,"http://www.tricare.mil/mtf","2019-04-02T00:00:00.000Z","45","SC","South Carolina",,"OPEN",,,,"MILITARY","2015-07-28T00:00:00.000Z","IMAGERY/OTHER","http://www.med.navy.mil/sites/nhbeaufort/Pages/Welcome_Page.aspx","29902",
"Richland, South Carolina, US",,"4500 Stuart St",,,"Fort Jackson","USA","Richland","45079","N","0000000032","34.0119261340001","-80.937789935","622110","General Medical And Surgical Hospitals","South Carolina","1730","Government - Federal",,"http://www.tricare.mil/mtf","2019-04-02T00:00:00.000Z","45","SC","South Carolina",,"OPEN",,,,"MILITARY","2015-07-28T00:00:00.000Z","IMAGERY/OTHER","http://www.moncrief.amedd.army.mil/","29206",
"Abbeville, South Carolina, US",,"420 Thomson Cir",,"25","Abbeville","USA","Abbeville","45001","Y","0004229620","34.1597195700001","-82.383037351","622110","General Medical And Surgical Hospitals","South Carolina","2474","Government - Local","25","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38785643","OPEN","(864) 366-5011",,,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY/OTHER","http://www.abbevilleareamc.com","29620",
"Horry, South Carolina, US",,"3655 Mitchell St",,"105","Loris","USA","Horry","45051","Y","0001329569","34.0574707000001","-78.898893137","622110","General Medical And Surgical Hospitals","South Carolina","3181","Non-Profit","105","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38784013","OPEN","(843) 716-7000",,,"GENERAL ACUTE CARE","2014-03-12T00:00:00.000Z","IMAGERY","http://www.mcleodhealth.org/mcleod-loris/about-mcleod-loris.html","29569",
"Barnwell, South Carolina, US",,"811 Reynolds Rd",,"53","Barnwell","USA","Barnwell","45011","Y","0000629812","33.2555055560001","-81.361316287","622110","General Medical And Surgical Hospitals","South Carolina","2476","Government - Local","53","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2012-07-03T00:00:00.000Z","45","SC","South Carolina","38785426","CLOSED","(803) 259-1000",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.bchospital.org","29812",
"Charleston, South Carolina, US",,"3500 Hwy 17 N",,"85","Mount Pleasant","USA","Charleston","45019","Y","0008929466","32.877829305","-79.7691314159999","622110","General Medical And Surgical Hospitals","South Carolina","2477","Non-Profit","85","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","67014566","OPEN","(843) 724-2954",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.mymountpleasanthospital.com","29466",
"Cherokee, South Carolina, US",,"1530 N Limestone St","GAFFNEY MEDICAL CENTER","125","Gaffney","USA","Cherokee","45021","Y","0001629340","35.089879298","-81.634372673","622110","General Medical And Surgical Hospitals","South Carolina","2473","Proprietary","125","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38783446","OPEN","(864) 487-1500",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://maryblackgaffney.com/mary-black-gaffney/home.aspx","29340",
"Dorchester, South Carolina, US",,"295 Midland Pkwy",,"94","Summerville","USA","Dorchester","45035","N","0004029485","32.9658778780001","-80.157607094","622110","General Medical And Surgical Hospitals","South Carolina","2478","Proprietary","94","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38784681","OPEN","(843) 832-5000",,,"GENERAL ACUTE CARE","2013-10-04T00:00:00.000Z","IMAGERY/OTHER","http://tridenthealthsystem.com/about/summerville-medical-center/","29485",
"Charleston, South Carolina, US",,"1200 Hospital Drive","KINDRED HOSPITAL CHARLESTON","59","Mt Pleasant","USA","Charleston","45019","N","0007729401","32.814901627","-79.85571638","622310","Specialty (Except Psychiatric And Substance Abuse) Hospitals","South Carolina","2480","Proprietary","59","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38781076","OPEN","(843) 876-8340",,,"LONG TERM CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.vhcharleston.com/","29401",
"Greenville, South Carolina, US",,"2700 E Phillips Rd",,"130","Greer","USA","Greenville","45045","N","0005929650","34.8648571150001","-82.229157984","622210","Psychiatric And Substance Abuse Hospitals","South Carolina","2481","Proprietary","130","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38781392","OPEN","(864) 235-2335",,,"PSYCHIATRIC","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.thecarolinacenter.com","29650",
"Greenwood, South Carolina, US",,"1530 Pkwy",,"46","Greenwood","USA","Greenwood","45047","N","0009329646","34.16941166","-82.1567953639999","622310","Rehabilitation Hospitals (Except Alcoholism, Drug Addiction)","South Carolina","2482","Proprietary","46","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38785720","OPEN","(864) 330-1800",,,"REHABILITATION","2013-10-02T00:00:00.000Z","IMAGERY","http://www.grrh.ernesthealth.com","29646",
"Richland, South Carolina, US",,"2935 Colonial Dr",,"96","Columbia","USA","Richland","45079","N","0004529203","34.0277480510001","-81.0285728109999","622310","Rehabilitation Hospitals (Except Alcoholism, Drug Addiction)","South Carolina","2483","Proprietary","96","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38784167","OPEN","(803) 254-7777",,,"REHABILITATION","2013-10-04T00:00:00.000Z","IMAGERY/OTHER","http://www.healthsouthcolumbia.com","29203",
"Chesterfield, South Carolina, US",,"711 Chesterfield Hwy","CHESTERFIELD GENERAL HOSPITAL","59","Cheraw","USA","Chesterfield","45025","Y","0002629520","34.6945760510001","-79.919753714","622110","General Medical And Surgical Hospitals","South Carolina","2487","Non-Profit","59","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38781712","OPEN","(843) 320-3361",,,"GENERAL ACUTE CARE","2013-10-04T00:00:00.000Z","IMAGERY/OTHER","http://www.mcleodhealth.org/cheraw/mcleod-health-cheraw.html","29520",
"Florence, South Carolina, US",,"121 E Cedar St, Fl 4",,"40","Florence","USA","Florence","45041","N","0008029506","34.189017017","-79.76374837","622310","Specialty (Except Psychiatric And Substance Abuse) Hospitals","South Carolina","4244","Proprietary","40","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38784818","OPEN","(843) 661-3471",,,"LONG TERM CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.regencyhospital.com","29506",
"Richland, South Carolina, US",,"2435 Forest Dr",,"258","Columbia","USA","Richland","45079","Y","0007129204","34.0141631440001","-81.0135355629999","622110","General Medical And Surgical Hospitals","South Carolina","2479","Non-Profit","258","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38784597","OPEN","(803) 256-5300",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.sistersofcharityhealth.org/health-care/providence-hospitals/","29204",
"Williamsburg, South Carolina, US",,"500 Nelson Blvd",,"25","Kingstree","USA","Williamsburg","45089","Y","0006029556","33.6600182920001","-79.818600089","622110","General Medical And Surgical Hospitals","South Carolina","2472","Non-Profit","25","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38781480","OPEN","(843) 355-8888",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.wmbgrh.com/","29556",
"Florence, South Carolina, US",,"258 N Ron Mcnair Blvd",,"48","Lake City","USA","Florence","45041","N","0004429560","33.8806915870001","-79.760437812","622110","General Medical And Surgical Hospitals","South Carolina","2471","Government - District/Authority","48","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38785585","OPEN","(843) 374-2036",,,"GENERAL ACUTE CARE","2013-10-02T00:00:00.000Z","IMAGERY/OTHER","http://www.lcchospital.org","29560",
"Greenville, South Carolina, US",,"175 Patewood Dr",,"72","Greenville","USA","Greenville","45045","N","0006129615","34.8515134640001","-82.3276080859999","622110","General Medical And Surgical Hospitals","South Carolina","2470","Proprietary","72","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38785674","OPEN","(864) 797-1000",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.ghs.org/patewood","29615",
"Anderson, South Carolina, US",,"2000 E Greenville St",,"72","Anderson","USA","Anderson","45007","Y","0001929621","34.545571426","-82.628881114","622110","General Medical And Surgical Hospitals","South Carolina","3244","Non-Profit","72","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38785540","OPEN","(864) 512-4801",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.anmedhealth.org","29621",
"Colleton, South Carolina, US",,"501 Robertson Blvd",,"131","Walterboro","USA","Colleton","45029","Y","0002729488","32.922821001","-80.669910817","622110","General Medical And Surgical Hospitals","South Carolina","3243","Proprietary","131","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38781811","OPEN","(843) 782-2000",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.colletonmedical.com","29488",
"Laurens, South Carolina, US",,"22725 Hwy 76 E",,"76","Clinton","USA","Laurens","45059","Y","0000729325","34.4814707950001","-81.940821967","622110","General Medical And Surgical Hospitals","South Carolina","3242","Proprietary","76","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38784433","OPEN","(864) 833-9100",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.ghs.org/laurens","29325",
"Chester, South Carolina, US",,"1 Medical Park Dr",,"82","Chester","USA","Chester","45023","Y","0003129706","34.684482417","-81.183153282","622110","General Medical And Surgical Hospitals","South Carolina","3241","Proprietary","82","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38785511","OPEN","(803) 581-3151",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.chospital.org","29706",
"Clarendon, South Carolina, US",,"10 E Hospital St","CLARENDON MEMORIAL HOSPITAL","81","Manning","USA","Clarendon","45027","Y","0008429102","33.6867129820001","-80.2115390279999","622110","General Medical And Surgical Hospitals","South Carolina","3240","Non-Profit","81","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38781768","OPEN","(803) 435-8463",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","https://www.mcleodhealth.org/mcleod-health-clarendon.html","29102",
"Marlboro, South Carolina, US",,"1138 Cheraw St",,"94","Bennettsville","USA","Marlboro","45069","N","0001029512","34.6362818420001","-79.69711175","622110","General Medical And Surgical Hospitals","South Carolina","3239","Proprietary","94","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2012-07-03T00:00:00.000Z","45","SC","South Carolina","38782253","CLOSED","(843) 454-8576",,,"GENERAL ACUTE CARE","2013-10-03T00:00:00.000Z","IMAGERY/OTHER","http://www.marlboroparkhospital.com","29512",
"Spartanburg, South Carolina, US",,"355 Cedar Springs Rd",,"11","Spartanburg","USA","Spartanburg","45083","N","0003429302","34.9101138","-81.8804473339999","622110","General Medical And Surgical Hospitals","South Carolina","3237","Government - State","11","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38782678","OPEN","(864) 577-7521",,,"GENERAL ACUTE CARE","2013-10-03T00:00:00.000Z","IMAGERY","http://www.scsdb.org/site/default.aspx?PageID=1","29302",
"Lancaster, South Carolina, US",,"800 W Meeting St",,"211","Lancaster","USA","Lancaster","45057","Y","0002529720","34.717687073","-80.7877213739999","622110","General Medical And Surgical Hospitals","South Carolina","3236","Proprietary","211","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38783860","OPEN","(803) 286-1481",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.springsmemorial.com","29720",
"Kershaw, South Carolina, US",,"1315 Roberts St",,"121","Camden","USA","Kershaw","45055","Y","0002329020","34.252855638","-80.590342291","622110","General Medical And Surgical Hospitals","South Carolina","3235","Government - Local","121","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38782088","OPEN","(803) 432-4311",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.kershawhealth.com","29020",
"Jasper, South Carolina, US",,"1000 Medical Center Dr",,"41","Hardeeville","USA","Jasper","45053","Y","0006529927","32.3150337970001","-81.0539623499999","622110","General Medical And Surgical Hospitals","South Carolina","3233","Proprietary","41","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38785699","OPEN","(843) 784-8181",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.coastalhospital.com","29927",
"Georgetown, South Carolina, US",,"4070 Hwy 17 Bypass",,"167","Murrells Inlet","USA","Georgetown","45043","Y","0008329576","33.5604687530001","-79.042725301","622110","General Medical And Surgical Hospitals","South Carolina","3232","Non-Profit","167","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38785007","OPEN","(843) 652-1001",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.tidelandshealth.org/","29576",
"Georgetown, South Carolina, US",,"606 Black River Rd","GEORGETOWN MEMORIAL HOSPITAL","131","Georgetown","USA","Georgetown","45043","Y","0006429440","33.3796426850001","-79.284553409","622110","General Medical And Surgical Hospitals","South Carolina","3231","Non-Profit","131","http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/","2018-08-10T00:00:00.000Z","45","SC","South Carolina","38782877","OPEN","(843) 527-7000",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.tidelandshealth.org/locations/profile/?id=3","29440",
